group,district_key,breakpoint,first_5g_yearmonth,relative_month,class
confirmed_86,LIMA|LIMA|BARRANCO,202511,202605.0,6.0,5g_after_window
confirmed_86,PUNO|PUNO|PUNO,202511,,,never
confirmed_86,PUNO|SAN ROMAN|CARACOTO,202511,,,never
confirmed_86,PUNO|SAN ROMAN|JULIACA,202511,,,never
confirmed_86,PUNO|SAN ROMAN|SAN MIGUEL,202511,,,never
confirmed_86,TUMBES|TUMBES|TUMBES,202511,,,never
confirmed_86,CUSCO|ACOMAYO|POMACANCHI,202512,,,never
confirmed_86,LIMA|CAÑETE|ASIA,202512,202510.0,-2.0,5g_before_bp
confirmed_86,LIMA|CAÑETE|MALA,202512,202604.0,4.0,5g_in_post_window
confirmed_86,LIMA|LIMA|BREÑA,202512,202604.0,4.0,5g_in_post_window
confirmed_86,LIMA|LIMA|CARABAYLLO,202512,202511.0,-1.0,5g_before_bp
confirmed_86,LIMA|LIMA|INDEPENDENCIA,202512,,,never
confirmed_86,LIMA|LIMA|LOS OLIVOS,202512,202603.0,3.0,5g_in_post_window
confirmed_86,LIMA|LIMA|PUENTE PIEDRA,202512,,,never
confirmed_86,LIMA|LIMA|SAN JUAN DE LURIGANCHO,202512,202605.0,5.0,5g_in_post_window
confirmed_86,LIMA|LIMA|SAN MARTIN DE PORRES,202512,202604.0,4.0,5g_in_post_window
confirmed_86,PUNO|CHUCUITO|DESAGUADERO,202601,,,never
confirmed_86,CALLAO|CALLAO|LA PERLA,202602,,,never
confirmed_86,CUSCO|ESPINAR|ESPINAR,202602,,,never
confirmed_86,LIMA|HUAURA|SAYAN,202602,,,never
confirmed_86,PUNO|MELGAR|AYAVIRI,202602,,,never
confirmed_86,ANCASH|YUNGAY|RANRAHIRCA,202604,,,never
confirmed_86,JUNIN|JAUJA|JAUJA,202604,,,never
confirmed_86,LA LIBERTAD|ASCOPE|CASA GRANDE,202604,,,never
confirmed_86,LIMA|LIMA|LA VICTORIA,202604,202504.0,-12.0,5g_before_bp
confirmed_86,LIMA|LIMA|LINCE,202604,202603.0,-1.0,5g_before_bp
confirmed_86,LIMA|LIMA|SANTA ANITA,202604,202603.0,-1.0,5g_before_bp
confirmed_86,ANCASH|YUNGAY|YUNGAY,202605,,,never
confirmed_86,CALLAO|CALLAO|BELLAVISTA,202605,202605.0,0.0,5g_in_post_window
confirmed_86,CALLAO|CALLAO|CALLAO,202605,202602.0,-3.0,5g_before_bp
confirmed_86,CUSCO|CHUMBIVILCAS|VELILLE,202605,,,never
confirmed_86,LA LIBERTAD|CHEPEN|PACANGA,202605,,,never
confirmed_86,LA LIBERTAD|OTUZCO|SALPO,202605,,,never
confirmed_86,LIMA|LIMA|JESUS MARIA,202605,202503.0,-14.0,5g_before_bp
confirmed_86,LIMA|LIMA|LIMA,202605,202511.0,-6.0,5g_before_bp
confirmed_86,LIMA|LIMA|MAGDALENA DEL MAR,202605,202605.0,0.0,5g_in_post_window
confirmed_86,LIMA|LIMA|RIMAC,202605,,,never
confirmed_86,LIMA|LIMA|SAN ISIDRO,202605,202403.0,-26.0,5g_before_bp
confirmed_86,LIMA|LIMA|SAN MIGUEL,202605,202604.0,-1.0,5g_before_bp
analyzed_67,AREQUIPA|AREQUIPA|ALTO SELVA ALEGRE,202410,,,never
analyzed_67,AREQUIPA|AREQUIPA|CAYMA,202411,,,never
analyzed_67,AREQUIPA|AREQUIPA|JACOBO HUNTER,202410,,,never
analyzed_67,AREQUIPA|AREQUIPA|MARIANO MELGAR,202411,,,never
analyzed_67,AREQUIPA|AREQUIPA|MIRAFLORES,202411,,,never
analyzed_67,AREQUIPA|AREQUIPA|PAUCARPATA,202411,,,never
analyzed_67,AREQUIPA|AREQUIPA|SACHACA,202410,,,never
analyzed_67,AREQUIPA|AREQUIPA|SOCABAYA,202410,,,never
